Geo,Hole _ID,From_ft,To_ft,From_m,To_m,Lithology,Texture,Description,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17
RH/JR,KM-22-67,656,686,199.95,209.09,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,686,692,209.09,210.92,md,mas,"mafic dike, black, fine grained, magnetic",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,692,694,210.92,211.53,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,694,696.5,211.53,212.29,vn,fol,"brecciated zone, silicified with magnetic dark streaks and pyrrhotite  ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,696.5,705,212.29,214.88,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,705,706,214.88,215.19,vn,fol,"brecciated zone, silicified with magnetic dark streaks and pyrrhotite  ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,706,728,215.19,221.89,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,728,805,221.89,245.36,mvs,fol,"flows; medium to dark gray green, moderate foliation",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,805,874,245.36,266.40,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, abundant laminations of calcite, zones of prominent striping ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,874,882.5,266.40,268.99,md,mas,"mafic dike, black, fine grained, magnetic",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,882.5,886,268.99,270.05,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, abundant laminations of calcite, zones of prominent striping ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-67,886,880,270.05,268.22,md,mas,"mafic dike, black, fine grained, magnetic",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,880,934.5,268.22,284.84,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,934.5,936.5,284.84,285.45,md,mas,"mafic dike, black, fine grained, magnetic",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,936.5,939,285.45,286.21,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,939,994,286.21,302.97,hwfs,fol,"sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz, zones of pseudogranular texture ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,994,1000,302.97,304.80,hwgs,fol,sericite-quartz schist with graphite; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1000,1006.5,304.80,306.78,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1006.5,1007,306.78,306.93,md,mas,"mafic dike, altered to medium gray, fine grained ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1007,1029,306.93,313.64,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1029,1060,313.64,323.09,hwgs,fol,sericite-quartz schist with graphite; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1060,1086,323.09,331.01,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1086,1088,331.01,331.62,hwgs,fol,sericite-quartz schist with graphite; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1088,1142,331.62,348.08,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1142,1240,348.08,377.95,fwfs,fol,sericite-quartz schist; light to medium gray; strong foliation,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1240,1320,377.95,402.34,fwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse lenses of quartz,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1320,1489.5,402.34,454.00,fwfs,fol,"sericite-quartz schist; light to medium gray; strong foliation, variable minor black chlorite ",_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-66,60,78.5,18.29,23.93,mvs,fol,"sericite schist, mafic, medium to dark gray; strong foliation, sparse to common laminations of calcite ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-66,78.5,126,23.93,38.40,mvs,fol,"flows?; massive to moderate foliation, medium gray, abundant zones of tiny white specks  ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,126,133,38.40,40.54,vn,mas,brecciated quartz-calcite vein,_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,133,162,40.54,49.38,mvs,fol,"flows?; massive to moderate foliation, medium gray, abundant zones of tiny white specks  ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,162,279,49.38,85.04,mvs,fol,"flows?; weak to moderate foliation, medium gray green",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,279,345,85.04,105.16,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,345,408,105.16,124.36,mvs,fol,"sericite schist, mafic, medium to dark gray; strong foliation, sparse to common laminations of calcite ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,408,427,124.36,130.15,mvs,fol,"flows?; massive to moderate foliation, medium gray, abundant zones of tiny white specks  ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,427,673,130.15,205.13,mvs,fol,"sericite schist, mafic, medium to dark gray; strong foliation, sparse to common laminations of calcite ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,673,700,205.13,213.36,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,700,706,213.36,215.19,md,mas,"mafic dike, black, fine grained ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,706,798,215.19,243.23,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,798,873,243.23,266.09,mvs,mas,"flows? weak foliation to almost massive, medium green",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,873,880,266.09,268.22,md,mas,"mafic dike, black, fine grained ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,880,962,268.22,293.22,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, abundant laminations of calcite, zones of prominent striping ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,962,983,293.22,299.62,mvs,mas,"flows? weak foliation to almost massive, medium green",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,983,986,299.62,300.53,md,mas,"mafic dike, black, fine grained ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,986,1010,300.53,307.85,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, abundant laminations of calcite, zones of prominent striping ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1010,1040,307.85,316.99,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1040,1079,316.99,328.88,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, common laminations of calcite",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1079,1103,328.88,336.19,hwfs,fol,"sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz, scattered zones of pseudogranular texture ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1103,1104,336.19,336.50,md,mas,"mafic dike, black, fine grained ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1104,1141,336.50,347.78,hwfs,fol,"sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz, scattered zones of pseudogranular texture ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1141,1141.5,347.78,347.93,hwgs,fol,sericite-quartz schist with graphite; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation,_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,1141.5,1166,347.93,355.40,hwfs,fol,"sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz, scattered zones of pseudogranular texture ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,1166,1202,355.40,366.37,hwgs,fol,sericite-quartz schist with graphite; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation,_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-66,1202,1262,366.37,384.66,hwfs,fol,"sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz, scattered zones of pseudogranular texture, zones of yellow green matrix ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1262,1359,384.66,414.22,hwfs,fol,sericite-quartz schist with scattered weak mineralization; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz,_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1359,1531,414.22,466.65,fwfs,fol,"sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz, scattered zones of pseudogranular texture",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1531,1642,466.65,500.48,fwfs,fol,"sericite schist, light gray, strong foliation, scattered trace to moderate black chlorite ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1642,1671.5,500.48,509.47,fwfs,fol,"sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz, scattered zones of pseudogranular texture",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1671.5,1680,509.47,512.06,md,mas,"mafic dike, altered dark gray, fine grained, ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1680,1708,512.06,520.60,fwfs,fol,"sericite-quartz schist, light gray, scattered fine pyroclastic/volcaniclastic textures, strong foliation ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1708,1720,520.60,524.26,md,mas,"mafic dike, altered dark gray, fine grained, ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1720,1724,524.26,525.48,fwfs,fol,"sericite-quartz schist, light gray, fine pyroclastic/volcaniclastic textures, strong foliation ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1724,1750,525.48,533.40,md,mas,"mafic dike, altered dark gray, fine grained, ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1750,1758,533.40,535.84,fwfs,fol,"sericite-quartz schist, light gray, fine pyroclastic/volcaniclastic textures, strong foliation ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1758,1765,535.84,537.97,md,mas,"mafic dike, altered dark gray, fine grained ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-66,1765,1903,537.97,580.03,fwfs,fol,"sericite-quartz schist, light gray, fine pyroclastic/volcaniclastic textures, strong foliation ",_Logs,KM-22-66.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-65,80,232,24.38,70.71,mvs,mas,"flows? massive to moderate foliation, dark green gray, zones of abundant tiny white specks ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-65,232,264,70.71,80.47,mvs,fol,"sericite schist, medium to dark gray; strong foliation, common laminations of calcite ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-65,264,372,80.47,113.39,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation, sparse to common laminations of calcite ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-65,372,393,113.39,119.79,mvs,mas,"flows? almost massive, very dark green gray, sparse tiny white specks ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-65,393,628,119.79,191.41,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, sparse to common laminations of calcite ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,628,698,191.41,212.75,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,698,703.5,212.75,214.43,md,mas,"mafic dike, black, fine grained, magnetic ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,703.5,713,214.43,217.32,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,713,781,217.32,238.05,mvs,fol,flows? almost massive-moderate foliation ,_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,781,920,238.05,280.42,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, sparse to common laminations of calcite, zones of prominent zebra stripping at 806-848",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,920,930,280.42,283.46,mvs,fol,"flow?  dark gray, moderate foliation, common tiny white specks ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,930,967.5,283.46,294.89,hwfs,fol,"sericite-quartz schist, light gray, pyroclastic/volcaniclastic textures, zones of pseudogranular texture ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,967.5,968.5,294.89,295.20,md,mas,"mafic dike, altered gray, fine grained ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,968.5,978,295.20,298.09,hwgs,fol,"sericite-quartz schist with graphite, light gray, pyroclastic/volcaniclastic textures",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,978,1031,298.09,314.25,hwfs,fol,"sericite-quartz schist, light gray, pyroclastic/volcaniclastic textures, strong foliation ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,1031,1041,314.25,317.30,hwgs,fol,"sericite-quartz schist with graphite, light gray, pyroclastic/volcaniclastic textures",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,1041,1062.5,317.30,323.85,hwfs,fol,"sericite-quartz schist, light gray, pyroclastic/volcaniclastic textures, strong foliation ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,1062.5,1065,323.85,324.61,hwgs,fol,"sericite-quartz schist with graphite, light gray, pyroclastic/volcaniclastic textures",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,1065,1098,324.61,334.67,hwfs,fol,"sericite-quartz schist, light gray, pyroclastic/volcaniclastic textures, strong foliation ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,1098,1106,334.67,337.11,hwfs,fol,scattered small zone of sulfide in sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,1106,1208.5,337.11,368.35,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz,_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,1208.5,1210.5,368.35,368.96,md,mas,"mafic dike, altered light gray, fine grained ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-65,1210.5,1439,368.96,438.61,hwfs,fol,"sericite-quartz schist; fine pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to lenses of quartz, scattered zones of black chlorite  ",_Logs,KM-22-65.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,69,81,21.03,24.69,mvs,fol,"sericite schist, medium to dark gray; strong foliation, (foliated flow?)",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,81,200,24.69,60.96,mvs,mas,"flows?; massive to moderate foliation, dark gray, scattered zones of tiny white specks  ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,200,223,60.96,67.97,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,223,240,67.97,73.15,mvs,fol,"flows?; moderate foliation, dark gray, moderate tiny white specks  ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,240,322,73.15,98.15,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,322,507,98.15,154.53,mvs,fol,"sericite schist, mafic, medium to dark gray; fine laminations; strong foliation, sparse to common laminations of calcite ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,507,587,154.53,178.92,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,587,601,178.92,183.18,mvs,fol,"flows?; weak foliation, dark gray, fine grained",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,601,750,183.18,228.60,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,750,768,228.60,234.09,mvs,fol,"sericite schist, medium to dark green gray; fine laminations; strong foliation, abundant laminations of calcite prominent striping",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,768,774.5,234.09,236.07,md,mas,"mafic dike, altered dark brown gray, fine grained ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,774.5,777.5,236.07,236.98,mvs,fol,"sericite schist, medium to dark green gray; fine laminations; strong foliation, abundant laminations of calcite prominent striping",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,777.5,779,236.98,237.44,md,mas,"mafic dike, altered dark brown gray, fine grained ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,779,816,237.44,248.72,mvs,fol,"sericite schist, medium to dark green gray; fine laminations; strong foliation, abundant laminations of calcite prominent striping",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,816,868,248.72,264.57,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,868,872,264.57,265.79,mvs,fol,"foliated flow, very dark gray, moderate to strong foliation ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,872,883,265.79,269.14,hwfs,fol,"sericite schist, medium tan gray, fine pyroclastic/volcaniclastic textures, strong foliation, common lenses of quartz ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,883,912.5,269.14,278.13,hwfs,fol,"sericite-quartz schist; light gray; pyroclastic/volcaniclastic textures, pseudogranular texture; common lenses of quartz; strong foliation ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,912.5,914.5,278.13,278.74,md,mas,"mafic dike, altered tan gray, fine grained ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,914.5,938,278.74,285.90,hwfs,fol,sericite-quartz schist; light gray; pyroclastic/volcaniclastic textures; common lenses of quartz; strong foliation ,_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,938,974,285.90,296.88,hwgs,fol,sericite-quartz schist with graphite; light gray; pyroclastic/volcaniclastic textures; common lenses of quartz; strong foliation ,_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,974,990.5,296.88,301.90,md,mas,"mafic dike swarm, strongly altered medium tan gray to almost cream, fine grained; two septa of schist",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,990.5,994,301.90,302.97,hwgs,fol,sericite-quartz schist with graphite; light gray; pyroclastic/volcaniclastic textures; common lenses of quartz; strong foliation ,_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,994,1001,302.97,305.10,hwfs,fol,sericite-quartz schist; light green gray; pyroclastic/volcaniclastic textures; common lenses of quartz; strong foliation ,_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1001,1004,305.10,306.02,md,mas,"mafic dike, altered medium gray, fine grained ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1004,1017,306.02,309.98,hwfs,fol,sericite-quartz schist; light green gray; pyroclastic/volcaniclastic textures; common lenses of quartz; strong foliation ,_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1017,1036.5,309.98,315.93,md,mas,"mafic dike, strongly altered, light gray to cream, fine grained ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1036.5,1041.3,315.93,317.39,hwfs,fol,sericite-quartz schist; light green gray; pyroclastic/volcaniclastic textures; common lenses of quartz; strong foliation ,_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1041.3,1056,317.39,321.87,sm,fol,stringer to semi-massive sulfides in light gray schist; detailed in sample and mineralization logs ,_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1056,1049.5,321.87,319.89,hwfs,fol,"scattered stringer sulfides in light gray schist, detailed in sample and mineralization logs ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1049.5,1053.5,319.89,321.11,md,mas,"mafic dike, strongly altered, light gray, fine grained ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1053.5,1067,321.11,325.22,hwfs,fol,"sericite-quartz schist, pyroclastic/volcaniclastic textures, medium gray, scattered weak mineralization, detailed in sample and mineralization logs ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1067,1095,325.22,333.76,fwfs,fol,"sericite-quartz schist, pyroclastic/volcaniclastic textures, medium gray, strong foliation ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1095,1096,333.76,334.06,md,mas,"mafic dike, strongly altered, light gray, fine grained ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1096,1157.5,334.06,352.81,fwfs,fol,"sericite-quartz schist, pyroclastic/volcaniclastic textures, medium gray, strong foliation ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1157.5,1158,352.81,352.96,st,fol,"stringer sulfides in medium gray schist, detailed in sample and mineralization logs ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1158,1460,352.96,445.01,fwfs,fol,"sericite schist, medium gray, fine pyroclastic/volcaniclastic textures, strong foliation; weak mineralization 1424-1438",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1460,1520,445.01,463.30,fwfs,fol,"sericite schist, medium gray, strong foliation, scattered zones of black chlorite ",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1520,1563,463.30,476.40,fwfs,fol,"sericite schist, light to medium gray, fine pyroclastic/volcaniclastic textures, strong foliation",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-64,1563,1621,476.40,494.08,fwfs,fol,"sericite schist, light to medium gray, strong foliation",_Logs,KM-22-64.xlsx,,,,,,,,,,,,,,,,,
BS,KM-22-63D,1876,1884.5,571.8048,574.3956,mvsch,fol,sericite-chlorite-quartz schist; medium to dark green; pyroclastic/volcaniclastic(?) texture-tiny white specs; moderately foliated; sparse quartz-calcite laminations ,_Logs,KM-22-63D.xlsx,,,,,,,,,,,,,,,,,
BS,KM-22-63D,1884.5,1920,574.3956,585.216,mvsch,fol,"sericite-chlorite-quartz schist; medium to dark green; fine-grained aphanitic texture, becoming more fine pyroclastic/volcaniclastic texture; moderately foliated; sparse to common quartz-calcite laminations ",_Logs,KM-22-63D.xlsx,,,,,,,,,,,,,,,,,
