SAMPLE,Recvd Wt.,Au,Ag,Al,As,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,Ga,K,La,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Sc,Sr,Th,Ti,Tl,U,V,W,Zn,Ag_2,foldername,filename,Cu_2,Au_2,Zn_2,Ce,Cs,Ge,Hf,In,Li,Nb,Rb,Re,Se,Sn,Ta,Te,Y,Zr,Sn_2,Pb_2
E570525,3.83,0.150,4,4.23,60,320,<10,<20,1.73,<10,<10,<10,140,2.33,<50,1.0,<50,1.13,370,<10,1.07,<10,110,220,1.79,50,10,50,<50,0.07,<50,<50,<10,<50,490,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570526,4.83,2.03,49,5.21,30000,150,<10,20,0.95,<10,140,<10,23200,23.6,<50,0.7,<50,3.15,1050,<10,0.41,<10,180,250,>10.0,1480,10,30,<50,<0.05,<50,<50,<10,<50,1130,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570527,5.46,>10.0,4,3.50,24500,50,<10,20,0.86,100,40,<10,3580,25.2,<50,0.2,<50,3.81,1090,<10,0.14,10,160,810,>10.0,90,10,10,<50,<0.05,<50,<50,<10,<50,27900,,Original Data QC Fail,TU22054146.csv,,11.90,,,,,,,,,,,,,,,,,,
E570528,2.38,0.088,4,3.03,5700,60,<10,<20,9.63,<10,40,10,6340,10.65,<50,0.3,<50,6.05,1350,<10,0.09,<10,190,<20,1.00,90,10,50,<50,<0.05,<50,<50,<10,<50,360,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570529,3.93,0.457,23,1.76,770,<50,<10,<20,6.20,<10,50,<10,>100000,15.30,<50,0.1,<50,3.76,750,<10,<0.05,<10,80,290,8.50,<50,<10,30,<50,<0.05,<50,<50,<10,<50,800,,Original Data QC Fail,TU22054146.csv,11.75,,,,,,,,,,,,,,,,,,,
E570530,0.11,0.637,68,1.14,160,<50,<10,100,0.91,100,300,20,37400,28.5,<50,0.2,<50,1.89,790,10,0.07,50,100,2470,>10.0,<50,<10,10,<50,<0.05,<50,<50,10,<50,36000,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570531,3.81,0.309,19,2.26,4020,<50,<10,<20,5.88,<10,170,10,88800,13.45,<50,0.2,<50,4.03,720,<10,0.05,<10,110,160,7.28,<50,10,30,<50,<0.05,<50,<50,<10,<50,700,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570532,4.69,0.633,27,2.67,6790,<50,<10,20,3.07,10,210,<10,>100000,19.70,<50,0.2,<50,3.37,720,<10,0.09,<10,100,110,>10.0,90,10,20,<50,<0.05,<50,<50,<10,<50,1150,,Original Data QC Fail,TU22054146.csv,11.80,,,,,,,,,,,,,,,,,,,
E570533,4.04,0.054,11,1.80,290,70,<10,<20,14.50,<10,10,<10,6420,8.71,<50,0.4,<50,6.66,1700,<10,0.21,<10,130,20,0.63,360,<10,90,<50,<0.05,<50,<50,<10,<50,270,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570534,1.41,0.453,10,1.66,9160,<50,<10,<20,5.04,<10,130,<10,33300,20.0,<50,0.1,<50,3.42,1130,<10,0.14,10,90,640,>10.0,90,<10,40,<50,<0.05,<50,<50,<10,<50,1270,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570535,2.99,0.027,1,5.20,300,210,<10,<20,5.94,<10,<10,10,210,2.54,<50,1.0,<50,2.44,750,<10,1.02,<10,80,310,0.67,<50,10,80,<50,0.08,<50,<50,<10,<50,550,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570536,6.31,0.550,17,2.49,14050,70,<10,<20,8.74,10,60,<10,40600,17.15,<50,0.4,<50,3.90,1350,10,0.24,<10,110,590,>10.0,310,10,50,<50,<0.05,<50,<50,<10,<50,3590,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570537,7.57,1.435,12,1.94,33200,60,<10,30,2.55,20,70,10,38200,21.4,<50,0.3,<50,1.73,1050,<10,0.19,<10,<50,620,>10.0,230,<10,20,<50,<0.05,<50,<50,<10,<50,5020,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570538,9.57,2.71,77,1.68,47100,<50,<10,60,1.55,30,220,<10,59000,29.5,<50,0.2,<50,2.11,2000,<10,0.17,<10,60,670,>10.0,1890,<10,20,<50,<0.05,<50,<50,<10,<50,7080,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570539,3.62,2.09,4,1.27,45200,<50,<10,30,1.08,20,90,<10,14050,30.8,<50,0.2,<50,2.00,2170,<10,0.17,10,<50,110,>10.0,130,<10,10,<50,<0.05,<50,<50,<10,<50,5950,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570540,0.06,0.008,<1,4.35,70,750,<10,<20,1.44,<10,<10,30,50,2.29,<50,1.6,<50,0.28,570,<10,3.01,10,330,<20,<0.05,<50,<10,160,<50,0.16,<50,<50,30,<50,40,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570541,5.59,2.06,37,1.66,38800,50,<10,30,2.59,10,270,<10,>100000,23.0,<50,0.3,<50,2.03,1540,<10,0.21,<10,<50,790,>10.0,590,<10,20,<50,<0.05,<50,<50,<10,<50,3700,,Original Data QC Fail,TU22054146.csv,10.05,,,,,,,,,,,,,,,,,,,
E570542,3.80,0.012,1,3.74,180,200,<10,<20,14.15,<10,<10,<10,160,5.19,<50,0.6,<50,5.52,1790,<10,0.71,<10,460,60,0.14,<50,10,110,<50,0.09,<50,<50,20,<50,670,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570543,3.75,0.009,<1,5.45,510,260,<10,<20,3.23,<10,20,<10,330,5.81,<50,0.9,<50,1.87,790,<10,1.00,<10,850,20,0.23,<50,30,50,<50,0.16,<50,<50,110,<50,210,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570544,3.53,0.005,1,6.32,80,260,<10,<20,3.28,<10,10,<10,130,6.63,<50,1.0,<50,2.28,1040,<10,0.84,<10,850,30,0.16,<50,30,60,<50,0.15,<50,<50,90,<50,200,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570545,4.14,0.005,<1,5.80,170,230,<10,<20,2.13,<10,20,<10,90,6.55,<50,1.0,<50,2.03,870,<10,0.66,<10,960,<20,0.09,<50,30,50,<50,0.12,<50,<50,80,<50,180,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570546,2.60,0.030,3,6.51,970,340,<10,<20,5.00,<10,10,10,140,4.39,<50,1.6,<50,2.54,920,<10,0.59,<10,930,90,0.13,90,30,80,<50,0.21,<50,<50,70,<50,350,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570547,4.46,>10.0,15,1.82,>100000,<50,<10,<20,6.47,130,10,<10,1170,20.3,<50,0.2,<50,2.58,1140,10,0.21,<10,100,1020,>10.0,770,<10,30,<50,<0.05,<50,<50,<10,<50,49700,,Original Data QC Fail,TU22054146.csv,,10.15,,,,,,,,,,,,,,,,,,
E570548,5.39,0.024,1,5.20,820,120,<10,<20,6.10,<10,10,<10,110,5.43,<50,0.6,<50,2.58,1040,<10,0.89,<10,830,30,0.36,<50,20,60,<50,0.20,<50,<50,60,<50,270,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570549,6.93,0.148,11,5.43,1680,140,<10,<20,8.97,<10,10,10,530,4.97,<50,0.9,<50,3.16,1030,<10,0.96,<10,750,550,0.56,320,20,70,<50,0.17,<50,<50,40,<50,630,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570550,0.11,5.28,>200,3.26,1640,2790,<10,20,2.34,180,70,90,7600,17.75,<50,1.0,<50,1.32,1230,750,0.65,60,440,21900,>10.0,980,10,100,<50,0.18,<50,<50,130,<50,35800,360,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570551,5.56,0.095,4,2.98,60,80,<10,<20,15.35,<10,<10,<10,90,3.93,<50,0.4,<50,6.56,1990,<10,0.56,<10,150,1440,0.14,90,10,70,<50,0.06,<50,<50,<10,<50,1190,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570552,6.62,0.020,2,2.80,<50,70,<10,<20,15.55,<10,<10,<10,20,3.36,<50,0.4,<50,6.84,1850,<10,0.54,<10,130,610,0.05,<50,10,70,<50,0.05,<50,<50,<10,<50,430,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570553,6.33,0.497,18,3.64,12300,90,<10,<20,6.00,10,10,<10,760,9.93,<50,0.6,<50,2.28,910,<10,0.62,<10,100,760,8.04,540,10,40,<50,0.06,<50,<50,10,<50,4180,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570554,5.53,0.643,12,1.85,21600,<50,<10,<20,4.47,<10,20,10,490,12.60,<50,0.3,<50,1.63,710,<10,0.35,<10,<50,360,>10.0,360,<10,30,<50,<0.05,<50,<50,<10,<50,1090,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570555,6.38,0.306,16,1.53,1230,<50,<10,<20,5.33,<10,<10,10,860,10.15,<50,0.2,<50,1.94,990,<10,0.27,<10,<50,640,8.90,510,<10,20,<50,<0.05,<50,<50,<10,<50,1880,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570556,6.52,0.380,17,1.48,4710,<50,<10,<20,5.09,10,10,10,1630,13.40,<50,0.2,<50,1.94,1210,<10,0.21,<10,<50,540,>10.0,560,<10,20,<50,<0.05,<50,<50,<10,<50,4350,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570557,6.58,2.04,42,2.16,15900,50,<10,<20,5.21,30,20,20,2460,14.05,<50,0.3,<50,2.17,1070,10,0.34,<10,<50,6420,>10.0,1120,<10,30,<50,<0.05,<50,<50,<10,<50,14600,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570558,6.14,0.014,1,2.13,50,60,<10,<20,16.10,<10,<10,10,10,3.66,<50,0.4,<50,7.66,1350,<10,0.29,<10,130,90,0.21,<50,10,70,<50,<0.05,<50,<50,<10,<50,200,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570559,5.75,0.009,<1,2.10,<50,70,<10,<20,17.10,<10,<10,10,<10,3.54,<50,0.5,<50,8.10,1550,<10,0.31,<10,150,90,<0.05,<50,10,50,<50,<0.05,<50,<50,<10,<50,150,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570560,0.06,<0.005,1,4.25,<50,760,<10,<20,1.46,<10,<10,20,20,2.27,<50,1.4,<50,0.29,570,<10,3.04,20,320,<20,<0.05,<50,<10,160,<50,0.16,<50,<50,30,<50,30,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570561,6.29,0.406,21,1.81,1290,50,<10,<20,17.55,10,<10,<10,480,3.95,<50,0.3,<50,8.36,1370,10,0.28,<10,120,440,0.36,260,<10,60,<50,<0.05,<50,<50,<10,<50,2310,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570562,3.41,1.325,95,1.61,5710,50,<10,<20,17.35,20,<10,<10,2290,5.37,<50,0.4,<50,8.00,1450,10,0.23,<10,60,970,1.81,1230,<10,40,<50,<0.05,<50,<50,<10,<50,9840,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570563,4.83,0.598,9,1.15,2000,<50,<10,<20,9.30,90,10,<10,460,22.2,<50,0.1,<50,4.08,1190,20,0.10,<10,<50,690,>10.0,130,<10,30,<50,<0.05,<50,<50,<10,<50,35600,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570564,8.18,1.565,26,0.95,8650,<50,<10,<20,7.48,190,<10,<10,2480,23.7,<50,<0.1,<50,3.36,1450,50,<0.05,<10,<50,4380,>10.0,360,<10,20,<50,<0.05,<50,<50,<10,<50,82200,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570565,8.08,0.473,11,1.92,430,<50,<10,<20,5.85,100,<10,<10,610,27.9,<50,<0.1,<50,3.22,1030,20,<0.05,10,210,1380,>10.0,130,<10,10,<50,<0.05,<50,<50,10,<50,36600,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570566,8.17,0.490,5,1.99,920,<50,<10,<20,3.98,120,<10,<10,920,30.8,<50,<0.1,<50,2.63,1080,10,<0.05,<10,130,1370,>10.0,<50,10,10,<50,<0.05,<50,<50,<10,<50,42000,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570567,8.38,>10.0,>200,0.75,48200,<50,<10,<20,4.24,310,100,<10,8270,24.3,<50,<0.1,<50,2.15,1590,10,<0.05,<10,<50,2430,>10.0,650,<10,10,<50,<0.05,<50,<50,<10,<50,98600,173,Original Data QC Fail,TU22054146.csv,,14.35,,,,,,,,,,,,,,,,,,
E570568,9.37,>10.0,33,1.29,>100000,<50,<10,20,3.60,100,80,<10,17750,27.7,<50,<0.1,<50,2.22,1170,10,<0.05,<10,<50,2550,>10.0,790,<10,10,<50,<0.05,<50,<50,<10,<50,43000,,Original Data QC Fail,TU22054146.csv,,11.90,,,,,,,,,,,,,,,,,,
E570569,8.23,5.08,36,0.07,57300,<50,<10,<20,0.12,430,70,<10,16950,27.7,<50,<0.1,<50,0.45,490,<10,<0.05,<10,<50,480,>10.0,270,<10,<10,<50,<0.05,<50,<50,<10,<50,>100000,,Original Data QC Fail,TU22054146.csv,,,14.95,,,,,,,,,,,,,,,,,
E570570,0.11,0.488,69,1.19,220,<50,<10,100,0.92,110,310,20,37000,28.6,<50,0.1,<50,1.97,790,10,0.07,50,140,2430,>10.0,<50,<10,<10,<50,0.05,<50,<50,10,<50,36300,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570571,8.70,5.57,104,0.75,91800,<50,<10,<20,1.72,250,100,<10,15700,25.6,<50,0.1,<50,1.15,900,10,<0.05,<10,<50,7440,>10.0,1620,<10,<10,<50,<0.05,<50,<50,<10,<50,89900,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570572,8.05,4.41,132,2.85,55900,70,<10,<20,4.49,240,90,<10,23800,20.6,<50,0.5,<50,2.04,1090,20,0.40,<10,90,4830,>10.0,1600,10,20,<50,<0.05,<50,<50,10,<50,85300,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570573,5.25,3.07,145,0.91,42100,<50,<10,<20,6.51,170,40,<10,12100,23.0,<50,0.2,<50,2.66,1060,40,0.12,<10,110,2930,>10.0,3190,<10,20,<50,<0.05,<50,<50,<10,<50,66600,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570574,6.01,0.599,18,3.44,3470,90,<10,<20,11.75,10,10,<10,630,9.30,<50,0.6,<50,5.92,1540,10,0.68,<10,180,890,7.48,250,10,60,<50,0.07,<50,<50,10,<50,3410,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570575,4.17,5.33,>200,4.41,26700,120,<10,<20,6.99,100,30,<10,7880,16.85,<50,0.8,<50,2.95,960,20,0.71,<10,180,7490,>10.0,2830,10,40,<50,0.07,<50,<50,10,<50,41400,203,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570576,4.02,0.988,54,4.15,7170,110,<10,<20,2.55,60,<10,10,5810,4.95,<50,0.8,<50,1.20,390,10,0.58,<10,50,5100,5.14,970,10,20,<50,0.06,<50,<50,<10,<50,23800,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570577,4.52,3.12,167,2.54,>100000,80,<10,30,3.44,30,40,10,16750,17.40,<50,0.6,<50,1.37,710,10,0.36,<10,<50,1510,>10.0,4130,10,20,<50,<0.05,<50,<50,<10,<50,9390,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570578,4.98,2.25,54,1.73,>100000,60,<10,30,3.21,10,60,10,7770,16.50,<50,0.5,<50,1.24,660,<10,0.21,<10,<50,1530,>10.0,1400,<10,10,<50,<0.05,<50,<50,<10,<50,4600,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570579,5.47,0.805,17,1.40,15350,210,<10,<20,0.10,70,10,10,900,5.09,<50,1.7,<50,0.09,60,<10,1.32,<10,50,5630,7.32,250,<10,20,<50,0.08,<50,<50,<10,<50,28100,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570580,0.06,<0.005,<1,6.92,70,860,<10,<20,1.67,<10,<10,30,40,2.53,<50,1.7,<50,0.38,600,10,3.21,20,410,<20,<0.05,<50,10,190,<50,0.17,<50,<50,30,<50,80,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570581,6.57,0.268,19,4.53,3400,130,<10,<20,2.10,20,<10,20,140,8.12,<50,0.8,<50,0.89,380,<10,0.70,<10,70,3270,8.79,120,10,30,<50,0.05,<50,<50,<10,<50,11550,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570582,6.03,0.578,32,3.85,7190,110,<10,<20,3.71,30,10,20,230,7.82,<50,0.7,<50,2.13,780,<10,0.39,10,180,4590,4.87,150,10,20,<50,0.10,<50,<50,90,<50,12850,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570583,7.04,0.988,4,3.08,27100,50,<10,<20,2.11,10,10,10,2400,24.3,<50,0.3,<50,2.77,1100,<10,0.21,<10,190,130,>10.0,70,10,10,<50,<0.05,<50,<50,40,<50,2150,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570584,5.29,0.010,1,1.34,80,<50,<10,<20,12.80,10,10,10,180,8.79,<50,0.3,<50,5.27,2550,<10,0.08,<10,120,100,1.55,<50,10,40,<50,<0.05,<50,<50,20,<50,4540,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570585,7.35,0.149,7,1.91,3390,<50,<10,<20,2.20,10,90,10,15450,23.3,<50,0.2,<50,2.82,1770,<10,0.14,<10,150,640,>10.0,60,10,10,<50,<0.05,<50,<50,<10,<50,2030,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570586,6.25,0.096,16,1.86,2790,<50,<10,<20,1.41,10,40,30,47600,13.80,<50,0.1,<50,1.69,890,<10,0.10,<10,90,310,8.67,150,<10,10,<50,<0.05,<50,<50,<10,<50,1160,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570587,6.40,0.065,26,1.58,360,<50,<10,<20,7.18,<10,50,10,80200,13.80,<50,0.2,<50,3.02,2200,<10,0.13,<10,240,250,8.26,100,<10,20,<50,<0.05,<50,<50,<10,<50,730,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570588,6.61,0.051,31,1.36,320,<50,<10,<20,1.53,<10,30,30,81100,10.75,<50,0.1,<50,1.10,640,10,0.08,<10,<50,130,6.65,140,<10,<10,<50,<0.05,<50,<50,<10,<50,560,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570589,2.52,0.273,17,1.40,6480,<50,<10,<20,1.90,10,130,20,59100,10.90,<50,0.3,<50,1.07,780,<10,0.12,<10,<50,70,7.47,50,<10,10,<50,<0.05,<50,<50,<10,<50,1130,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570590,0.11,5.61,>200,3.46,1710,1210,<10,30,2.40,190,70,90,7760,18.00,<50,0.9,<50,1.39,1250,770,0.66,60,500,22100,>10.0,1050,10,90,<50,0.18,<50,<50,140,<50,36400,364,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570591,4.31,0.977,6,2.65,26400,80,<10,<20,1.56,<10,40,20,15100,6.78,<50,0.6,<50,0.94,480,10,0.25,<10,150,40,3.53,70,10,10,<50,<0.05,<50,<50,<10,<50,860,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570592,5.02,0.041,6,2.08,830,60,<10,<20,4.47,<10,20,10,4010,5.38,<50,0.4,<50,2.54,1330,<10,0.10,<10,120,80,1.22,140,10,20,<50,<0.05,<50,<50,10,<50,650,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570593,5.21,0.023,3,4.57,380,<50,<10,<20,8.69,<10,10,10,670,8.99,<50,0.2,<50,7.17,1860,<10,0.07,<10,330,50,0.58,210,10,40,<50,0.05,<50,<50,10,<50,800,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570594,6.03,0.084,9,3.50,1340,<50,<10,20,0.92,10,50,<10,12050,10.20,<50,0.2,<50,3.05,570,<10,0.06,<10,210,2020,4.86,100,10,10,<50,<0.05,<50,<50,10,<50,5260,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570595,5.79,0.037,2,1.87,730,50,<10,<20,1.36,10,10,20,890,4.28,<50,0.3,<50,1.44,550,<10,0.10,<10,100,610,1.13,<50,<10,10,<50,<0.05,<50,<50,<10,<50,1830,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570596,4.91,0.072,7,4.26,1320,100,<10,<20,1.97,<10,30,10,8440,8.22,<50,0.5,<50,2.83,710,<10,0.19,<10,180,470,2.16,110,10,20,<50,<0.05,<50,<50,10,<50,1250,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570597,5.62,0.357,4,2.79,10900,80,<10,20,1.87,<10,40,20,5680,6.95,<50,0.6,<50,1.90,740,<10,0.20,10,120,<20,1.67,80,10,20,<50,<0.05,<50,<50,10,<50,590,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570598,5.31,2.29,47,4.17,6520,140,<10,20,1.95,40,30,10,8350,10.05,<50,0.8,<50,1.56,690,<10,0.31,<10,200,2100,8.21,460,10,20,<50,0.06,<50,<50,20,<50,15100,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570599,6.69,2.16,17,6.39,10600,250,<10,<20,0.38,60,10,10,620,11.45,<50,1.3,<50,1.07,490,<10,0.55,<10,160,4020,>10.0,110,10,20,<50,0.05,<50,<50,10,<50,22800,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570600,0.06,0.005,1,6.83,<50,840,<10,<20,1.66,<10,10,30,30,2.49,<50,1.6,<50,0.38,600,<10,3.14,10,390,<20,<0.05,<50,10,190,<50,0.17,<50,<50,30,<50,50,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
E570601,5.41,1.565,27,3.55,6580,180,<10,<20,1.37,30,<10,10,520,5.60,<50,0.7,<50,0.79,630,<10,0.30,<10,<50,3670,5.03,210,10,20,<50,<0.05,<50,<50,<10,<50,11650,,Original Data QC Fail,TU22054146.csv,,,,,,,,,,,,,,,,,,,,
