Geo,Hole _ID,From_ft,To_ft,From_m,To_m,Alt_Type,qs,qz,chl,bc,cal,dol,Description,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,FeCarb
BS,KM-22-62C,2093.5,2112,638.10,643.74,dol,1,4,,,,3,silicified semi-massive sulfide,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
BS,KM-22-62C,2112,2116,643.74,644.96,qz,,5,,,,5,quartz dolomite exhalite ,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
BS,KM-22-62C,2116,2127.5,644.96,648.46,qs,5,2,,,,2,,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
JR,KM-22-62C,2127.5,2140.5,648.46,652.42,qz,1,4,,,,2,silicified semi-massive sulfide,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
JR,KM-22-62C,2140.5,2145,652.42,653.80,qz,2,2,,,,3,silicified semi-massive sulfide,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
JR,KM-22-62C,2145,2170,653.80,661.42,qz,3,3,,,,3,"moderate silicification, weak sulfide stringers",_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
JR,KM-22-62C,2170,2267,661.42,690.98,qs,5,2,,,,2,common quartz + dolomite laminations,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
JR,KM-22-62C,2267,2304.5,690.98,702.41,qs,5,2,,,,3,,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
JR,KM-22-62C,2304.5,2313.5,702.41,705.15,qs,5,2,,,,1,"moderate pyrite, (qsp?)",_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
BS,KM-22-62C,2313.5,2354,705.15,717.50,qs,,,,,,,,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
BS,KM-22-62C,2354,2379,717.50,725.12,bc,2,2,,4,,4,strong black chlorite and dolomite ,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
BS,KM-22-62C,2379,2404.5,725.12,732.89,qs,5,,,,,,,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
BS,KM-22-62C,2404.5,2406,732.89,733.35,qz,,5,,,,4,quartz dolomite exhalite ,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
BS,KM-22-62C,2406,2436,733.35,742.49,bc,2,,,4,,2,strong black chlorite ,_Logs,KM-22-62C.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,1609.5,1685,490.58,513.59,qs,5,1,,1,,,,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,1685,1698.8,513.59,517.79,qs,3,,,,,,graphite breccia,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,1698.8,1754,517.79,534.62,qs,5,2,,,,2,sparse to moderate dolomite alteration veins ,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,1754,1835,534.62,559.31,qs,5,,,,,,,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,1835,1876,559.31,571.80,qs,5,1,,1,,,,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,1876,1929,571.80,587.96,qs,4,2,,,,,,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,1929,1933,587.96,589.18,qs,1,4,,,,,silicified zone ,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,1933,1966.5,589.18,599.39,qs,4,,,3,,,abundant black chlorite ,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,1966.5,2071,599.39,631.24,qs,5,1,,,,1,,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,2071,2121,631.24,646.48,qs,5,1,,1,,1,"sparse black chlorite, moderate dolomite-quartz veins ",_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
EK,KM-22-62B,2121,2214.5,646.48,674.98,qs,5,1,,,,1,sparse dolomite alteration veins,_Logs,KM-22-62B.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,1758,1910,535.84,582.17,qs,5,,,,,,,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,1910,1913,582.17,583.08,,,,,,,,quartz vein ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,1913,1951,583.08,594.66,qs,5,,,1,,,"scattered trace black chlorite in lenses, stringer sulfides ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,1951,1976.5,594.66,602.44,,,,,,,,massive sulfides ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,1976.5,1998,602.44,608.99,qs,5,,,,,,,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,1998,2027,608.99,617.83,qz,,1,,,,,semi-massive to massive sulfides ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2027,2059.5,617.83,627.74,qs,5,,,1,,,,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2059.5,2070,627.74,630.94,qz,,,,1,,,semi-massive to massive sulfides ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2070,2072.5,630.94,631.70,,,,,,,,quartz vein,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2072.5,2101,631.70,640.38,qs,5,,,,,,,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2101,2106.5,640.38,642.06,qs,5,2,,,,,silicification ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2106.5,2109,642.06,642.82,qz,,1,,,,,semi-massive to massive sulfides ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2109,2126,642.82,648.00,qs,5,,,,,,,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2126,2145.5,648.00,653.95,qz,,4,,1,,1,exhalite + quartz veins,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2145.5,2167,653.95,660.50,qs,5,1,,,,,silicification ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2167,2199,660.50,670.26,qs,5,,,,,,,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2199,2207.5,670.26,672.85,qs,5,3,,1,,1,mix of exhalite + quartz veins + black chlorite ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,22047.5,2226,6720.08,678.48,qs,5,,,1,,,,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2226,2246,678.48,684.58,qs,5,,,2,,,,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62A,2246,2327.5,684.58,709.42,qs,5,,,1,,,,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
BS,KM-22-62A,2327.5,2368.5,709.42,721.92,qs,5,2,,,,3,moderate quartz + dolomite veins and exhalite ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
BS/RH,KM-22-62A,2368.5,2426,721.92,739.44,bc,5,1,,4,,,abundant black chlorite ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,1861,2065,567.23,629.41,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2065,2089,629.41,636.73,qs,5,1,,,,1,spots of dolomite and quartz,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2089,2093.5,636.73,638.10,qs,5,1,,,,,silicification in massive sulfides?,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2093.5,2099,638.10,639.78,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2099.5,2103.5,639.93,641.15,qs,5,1,,,,,weak silicification ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2103.5,2114.4,641.15,644.47,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2114.5,2119.5,644.50,646.02,qs,5,1,,,,,silicification in massive sulfides?,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2119.5,2135,646.02,650.75,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2135,2148,650.75,654.71,qs,5,1,,,,,silicification in massive sulfides?,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2148,2150.5,654.71,655.47,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2150.5,2157,655.47,657.45,qs,5,1,,,,,silicification in mineralization?,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2157,2159,657.45,658.06,,,,,,,,dike,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2159,2165,658.06,659.89,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2165,2167,659.89,660.50,qs,5,1,,,,1,exhalite ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2167,2179,660.50,664.16,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2179,2184,664.16,665.68,qs,5,1,,,,,silicification in massive sulfides?,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2184,2196.5,665.68,669.49,qs,5,,,,,,scattered weak silicification ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2196.5,2199,669.49,670.26,,,,,,,,dike,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2199,2274,670.26,693.12,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2274,2275,693.12,693.42,qz,,3,,,,2,exhalite ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2275,2338,693.42,712.62,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2338,2397,712.62,730.61,qs,5,,,1,,,trace black chlorite ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2397,2558,730.61,779.68,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2558,2600,779.68,792.48,qs,5,,,1,,,trace black chlorite,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-62,2600,2613,792.48,796.44,qs,5,,,,,,,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,1764,1848,537.67,563.27,qs,5,,,,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,1848,1855,563.27,565.40,qs,5,1,,,,,weak silicification in weak mineralization ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,1855,1890,565.40,576.07,qs,5,,,,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,1890,1894,576.07,577.29,qs,5,1,,,,,weak silicification in weak mineralization ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,1894,1960.5,577.29,597.56,bc,,,,4,,,abundant to completely black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,1960.5,1966,597.56,599.24,qs,5,,,,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,1966,1988,599.24,605.94,bc,,,,3,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,1988,2036,605.94,620.57,qs,5,,,,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2036,2039,620.57,621.49,qs,5,,,2,,,scattered streaks of black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2039,2057,621.49,626.97,qs,5,,,,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2057,2073,626.97,631.85,bc,,,,4,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2073,2108,631.85,642.52,qs,5,,,1,,,scattered trace black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2108,2142,642.52,652.88,qs,5,,,,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2142,2149,652.88,655.02,bc,,,,4,,,abundant to completely black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2149,2154,655.02,656.54,qs,5,,,1,,,scattered trace black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2154,2364,656.54,720.55,qs,5,,,,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2364,2380,720.55,725.42,qs,5,,,1,,,very scattered trace black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2380,2474,725.42,754.08,qs,5,,,,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2474,2507,754.08,764.13,qs,5,,,1,,,scattered trace black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2507,2518,764.13,767.49,qs,5,,,2,,,scattered trace to moderate black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2518,2557,767.49,779.37,qs,5,,,1,,,trace black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2557,2566,779.37,782.12,bc,,,,4,,,abundant black chlorite ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-61,2566,2592,782.12,790.04,qs,5,,,2,,,,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1568,1809,477.93,551.38,qs,5,,,,,,,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1809,1838.5,551.38,560.37,qz,,3,,,,1,exhalite,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1838.5,1854,560.37,565.10,qs,5,2,,,,,silicification and/or exhalite in semi-massive sulfides ,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1854,1898.5,565.10,578.66,qs,5,,,3,,,moderate to abundant black chlorite ,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1898.5,1922,578.66,585.83,qs,5,2,,,,,silicification and/or exhalite in semi-massive sulfides ,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1922,1937,585.83,590.40,qs,5,,,,,,,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1937,1961,590.40,597.71,qs,5,2,,,,,silicification and/or exhalite in semi-massive sulfides ,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1961,1970,597.71,600.46,qs,5,,,,,,,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1970,1975,600.46,601.98,qs,5,2,,,,,silicification and/or exhalite in semi-massive sulfides ,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1975,1988.5,601.98,606.09,qs,5,,,2,,,,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,1988.5,2005.5,606.09,611.28,qs,5,2,,,,,silicification and/or exhalite in semi-massive sulfides ,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,2005.5,2068,611.28,630.33,qs,5,,,1,,,,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,2068,2114.5,630.33,644.50,qs,5,2,,,,,weak silicification and/or exhalite in semi-massive sulfides ,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,2114.5,2327,644.50,709.27,qs,5,,,1,,,"in and out - scattered trace to moderate black chlorite, too variable to break out",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,KM-22-60,2327,2329.5,709.27,710.03,,,,,,,,dike to TD at 2329.5,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,
RH,,2663,2835,811.68,864.11,qs,5,,,,,,,_Logs,KM-22-59A.xlsx,,,,,,,,,,,,,,
RH,,2835,2914,864.11,888.19,qs,5,,,1,,,scattered trace black chlorite ,_Logs,KM-22-59A.xlsx,,,,,,,,,,,,,,
RH,,2914,2937,888.19,895.20,qs,5,,,,,,,_Logs,KM-22-59A.xlsx,,,,,,,,,,,,,,
RH,,2937,2962,895.20,902.82,qs,5,,,1,,,scattered trace black chlorite ,_Logs,KM-22-59A.xlsx,,,,,,,,,,,,,,
RH,,2962,3234.5,902.82,985.88,qs,5,,,,,,,_Logs,KM-22-59A.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2375,2499.5,723.90,761.85,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2499.5,2502.5,761.85,762.76,qz,,3,,,,1,exhalite,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2502.5,2535.5,762.76,772.82,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2535.5,2529,772.82,770.84,qs,5,2,,,,,silicified ,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2529,2581,770.84,786.69,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2581,2586.5,786.69,788.37,qs,5,2,,,,,mineralization; exhalite? + quartz vein + silicification ,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2586.5,2591.5,788.37,789.89,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2591.5,2596,789.89,791.26,qs,,2,,,,1,exhalite ,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2596,2601.5,791.26,792.94,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2601.5,2620.5,792.94,798.73,qs,5,1,,,,,weak silicification? in semi-massive to massive sulfides ,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2620.5,2623,798.73,799.49,qs,,3,,,,1,exhalite,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2623,2637,799.49,803.76,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,3637,2638,1108.56,804.06,qs,5,,,,,,massive sulfides ,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2638,2650,804.06,807.72,qz,,3,,,,,exhalite ,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2650,2661,807.72,811.07,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2661,2768,811.07,843.69,qs,5,2,,,,,weak to moderate silicification,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2768,2772,843.69,844.91,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2772,2779,844.91,847.04,qs,5,,,,,,silicification ,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2779,2782,847.04,847.95,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2782,2813,847.95,857.40,qs,5,,,,,,"silicification, weak mineralization ",_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2813,2902,857.40,884.53,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2902,2923,884.53,890.93,qs,5,,,2,,,scattered weak to moderate black chlorite ,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2923,2996,890.93,913.18,qs,5,,,,,,,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,2996,3052,913.18,930.25,qs,5,,,1,,,trace black chlorite?  rock turns slightly darker,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57C,3052,3076,930.25,937.56,qs,5,,,2,,,slight increase in black chlorite ,_Logs,KM-22-57C.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2277,2420,694.03,737.62,qs,5,,,,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2420,2432.5,737.62,741.43,qs,5,1,,,,,weak silicification ,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2432.5,2485.5,741.43,757.58,qs,5,,,,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2485.5,2501,757.58,762.30,qs,5,2,,,,,weak to moderate silicification in mineralization,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2501,2535,762.30,772.67,qs,5,1,,,,,scattered weak silicification in very weak mineralization ,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2535,2547.5,772.67,776.48,qs,5,2,,,,,weak to moderate silicification in mineralization,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2547.5,2558,776.48,779.68,qs,5,2,,,,1,exhalite mixed with quartz vein and silicified(?) schist,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2558,2564,779.68,781.51,qs,5,1,,,,,weak silicification ,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2564,2585,781.51,787.91,qs,5,,,,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2585,2600,787.91,792.48,qs,5,,,,,,weak to moderate silicification in mineralization,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2600,2617,792.48,797.66,qs,5,,,,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2617,2625,797.66,800.10,qs,5,,,,,,weak to moderate silicification in mineralization,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2625,2629.5,800.10,801.47,qs,5,,,,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2629.5,2643,801.47,805.59,,,,,,,,~90% sulfides - can't determine alteration,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2643,2671,805.59,814.12,qs,5,1,,,,,weak silicification ,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2671,2696,814.12,821.74,qs,5,,,2,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2696,2750,821.74,838.20,qs,5,,,1,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2750,2756,838.20,840.03,qs,5,1,,,,,weak silicification ,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2756,2761,840.03,841.55,qs,5,,,,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2761,2767,841.55,843.38,qs,5,1,,,,,weak silicification ,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2767,2799,843.38,853.14,qs,5,,,,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2799,2806,853.14,855.27,qs,5,1,,,,,weak silicification ,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2806,2899,855.27,883.62,qs,5,,,,,,,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-22-57B,2899,2991,883.62,911.66,qs,5,,,1,,,scattered trace black chlorite ,_Logs,KM-22-57B.xlsx,,,,,,,,,,,,,,
RH,KM-21-59,2753,2953,839.11,900.07,qs,5,,,,,,,_Logs,KM-21-59.xlsx,,,,,,,,,,,,,,
RH,KM-21-59,2953,3042,900.07,927.20,qs,5,,,1,,,trace black chlorite? rock is darker in places,_Logs,KM-21-59.xlsx,,,,,,,,,,,,,,
RH,KM-21-59,3042,3078,927.20,938.17,qs,5,,,,,,,_Logs,KM-21-59.xlsx,,,,,,,,,,,,,,
RH,KM-21-59,3078,3102,938.17,945.49,qs,5,,,1,,,trace black chlorite? rock is darker in places,_Logs,KM-21-59.xlsx,,,,,,,,,,,,,,
RH,KM-21-59,3102,3729,945.49,1136.60,qs,5,,,,,,,_Logs,KM-21-59.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1568,1757,477.93,535.53,qs,5,,,,,,,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1757,1765,535.53,537.97,qs,5,,,2,,,,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1765,1769,537.97,539.19,qs,5,,,,,,,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1769,1787.5,539.19,544.83,qz,,3,,,,2,exhalite with minor medium gray schist ,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1787.5,1809,544.83,551.38,qz,,2,,,,,silicified schist and/or exhalite with semi-massive to massive sulfides ,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1809,1816,551.38,553.52,qs,5,,,1,,,trace black chlorite in mineralization ,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1816,1826,553.52,556.56,qs,5,,,3,,,"moderate black chlorite, trace mineralization ",_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1826,1844,556.56,562.05,bc,5,,,4,,1,"abundant black chlorite, trace carbonate?",_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1844,1861,562.05,567.23,qs,5,,,,,,stringer to semi-massive sulfides ,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1861,1874,567.23,571.20,qs,5,,,,,,,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1874,1911,571.20,582.47,qs,5,1,,,,,stringer to semi-massive sulfides ,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1911,1919,582.47,584.91,qs,5,,,2,,1,"moderate black chlorite, trace carbonate?",_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1919,1955,584.91,595.88,qs,5,,,3,,,moderate to abundant black chlorite ,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
RH,KM-21-58B,1955,1986,595.88,605.33,qs,5,,,1,,,trace black chlorite ,_Logs,KM-21-58B.xlsx,,,,,,,,,,,,,,
