Geo,Hole _ID,From_ft,To_ft,From_m,To_m,Alt_Type,qs,qz,chl,bc,cal,dol,Description,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,FeCarb
EK,KM-22-77,2787,2816.5,849.48,858.4692,qz,5,5,,,,,intensely silicified; mostly destroyed foliation,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,2816.5,,858.47,0,qs,4,2,,,2,,quartz-sericite-graphite schist with calcite laminations,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
BS,KM-22-76,522,534.5,159.1056,162.9156,qs,5,1,,,,graphite schist ,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,534.5,592,162.9156,180.4416,qs,3,,,,,,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
BS,KM-22-76,592,607,180.4416,185.0136,qs,5,1,,,,quartz sericite felsic schist ,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,607,615,185.0136,187.452,cal,3,,,,4,"mafic seq, calcareous",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
BS,KM-22-76,615,632,187.452,192.6336,qs,4,1,,,,,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,632,811,192.6336,247.1928,qs,2,3,,,,graphite schist ,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,811,865,247.1928,263.652,cal,2,1,,,3,"graphite schist, calcareous",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
BS,KM-22-76,865,896,263.652,273.1008,qs,3,3,,,,"graphite schist, patchy silicification",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,896,1085,273.1008,330.708,cal,4,3,,,3,"graphite schist, calcareous",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
BS,KM-22-76,1085,1234.5,330.708,376.2756,qs,5,2,,,,"graphite schist, sericite-quartz-dolomite in and out of graphite",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,2
BS,KM-22-76,1234.5,1266,376.2756,385.8768,cal,5,1,,,3,mafic seq? abundant calcite veins,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
BS,KM-22-76,1266,1652,385.8768,503.5296,qs,4,3,,,1,"graphite schist, patchy silicification",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
BS,KM-22-76,1652,1759,503.5296,536.1432,qs,5,2,,,,"intense sericite, no graphite",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
BS,KM-22-76,1759,1786,536.1432,544.3728,qs,3,2,,,,"massive rhyolite?, less altered ",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,1786,1909,544.3728,581.8632,qs,4,2,,,,"graphite schist, patchy silicification",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,1909,1977.5,581.8632,602.742,qs,5,2,,,,"intense sericite, sparse graphite zones",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,1977.5,2001.5,602.742,610.0572,qs,3,1,,,,graphite schist,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,2001.5,2057,610.0572,626.9736,qs,5,2,,,,sericite-quartz,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
BS,KM-22-76,2057,2072,626.9736,631.5456,cal,4,2,,,2,calcite veins(mafic?),,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
BS,KM-22-76,2072,2215,631.5456,675.132,qs,5,3,,,,sericite-quartz,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,3
BS,KM-22-76,2215,2238,675.132,682.1424,qs,3,2,,,,"graphite schist, patchy silicification",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
JR,KM-22-76,2238,2253.5,682.1424,686.8668,qz,2,4,,,,"massive rhyolite?, less altered ",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
JR,KM-22-76,2253.5,2271,686.8668,692.2008,qz,5,3,,,,"graphite schist, patchy silicification",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
JR,KM-22-76,2271,2338,692.2008,712.6224,qs,5,,,,1,graphite schist,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,2
JR,KM-22-76,2338,2361,712.6224,719.6328,qs,5,2,,1,,sericite-quartz,,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,2
JR,KM-22-76,2361,2397,719.6328,730.6056,qz,5,3,,1,,"graphite schist, patchy silicification",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,1
JR,KM-22-76,2397,2546,730.6056,776.0208,qs,5,2,,2,,"intense sericite, sparse graphite zones",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,2
JR,KM-22-76,2546,2744,776.0208,836.3712,qs,4,1,,,3,"mafic seq, calcareous",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
JR,KM-22-76,2744,2836,836.3712,864.4128,qs,5,3,,,2,"sericite-quartz, abundant quartz-dolomite veins and veinlets, patchy silicification",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,2
JR,KM-22-76,2836,3491,864.4128,1064.0568,qs,5,,,1,4,"mafic seq(?), calcareous",,_Logs,KM-22-76.xlsx,,,,,,,,,,,,,,
JL,KM-22-75,2192,2258,668.1216,688.2384,qs,5,1,,,,"pervasive sericite, zones of weak silicification",,_Logs,KM-22-75.xlsx,,,,,,,,,,,,,,
JL,KM-22-75,2258,2406,688.2384,733.3488,qs,4,2,,,,"moderate silicification, common lenses and veins of dolomite",,_Logs,KM-22-75.xlsx,,,,,,,,,,,,,,3
JL,KM-22-75,2406,2540,733.3488,774.192,qz,2,3,,,,"zones of heavy-moderate silicification, common lenses of dolomite, zones of quartz lenses and veins",,_Logs,KM-22-75.xlsx,,,,,,,,,,,,,,2
JL,KM-22-75,2540,2631.5,774.192,802.0812,qs,5,2,,,,"pervasive sericite, zones of weak silicification, common quartz/dolomite lenses and veins",,_Logs,KM-22-75.xlsx,,,,,,,,,,,,,,3
JL,KM-22-75,2631.5,2636,802.0812,803.4528,qz,3,4,,,,intense silicification,,_Logs,KM-22-75.xlsx,,,,,,,,,,,,,,
JL,KM-22-75,2636,2659,803.4528,810.4632,qs,5,2,,,,"weak silicification, pervasive sericite, common dolomite lenses",,_Logs,KM-22-75.xlsx,,,,,,,,,,,,,,2
JL,KM-22-75,2659,2730,810.4632,832.104,qz,3,4,,,,"intense silicification, sparse lenses of dolomite",,_Logs,KM-22-75.xlsx,,,,,,,,,,,,,,1
JL,KM-22-74,2030,2042,618.744,622.4016,qs,5,1,,,,,,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2042,2057,622.4016,626.9736,qs,3,2,,,,,moderate silicification,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2057,2057.5,626.9736,627.126,qs,5,,,,,,,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2057.5,2061.5,627.126,628.3452,qs,4,1,,,,,,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2061.5,2064,628.3452,629.1072,qz,,4,,,,,quartz vein,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2064,2089.5,629.1072,636.8796,qs,4,2,1,,,,moderate silicification,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2089.5,2090,636.8796,637.032,qz,,5,,,,,quartz vein,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2090,2097,637.032,639.1656,qs,4,2,1,,,,moderate silicification,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2097,2130,639.1656,649.224,chl,1,1,3,,,2," abundant dolomite lenses",_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2130,2150,649.224,655.32,qs,3,4,,,,,heavily silicified,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
JL,KM-22-74,2150,2164.5,655.32,659.7396,qs,3,1,,2,,1,abundant black chlorite laminations,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2164.5,2227,659.7396,678.7896,qs,5,1,,,,1,local massive sulfide ,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2227,2253.5,678.7896,686.8668,qz,2,4,,,,2,silicified semi massive sulfide ,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2253.5,2273,686.8668,692.8104,dol,1,3,,,,5,strong quartz-dolomite ,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2273,2325,692.8104,708.66,qs,3,,,,,2,,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2325,2328.5,708.66,709.7268,qz,,4,,,,4,quartz-dolomite exhalite ,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2328.5,2346,709.7268,715.0608,qs,5,1,,,,1,,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2346,2361.5,715.0608,719.7852,dol,2,3,,,,3,dolomite dominate,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2361.5,2373,719.7852,723.2904,qs,5,1,,,,1,,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2373,2375.5,723.2904,724.0524,qz,3,5,,,,3,quartz dolomite exhalite ,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2375.5,2395,724.0524,729.996,qs,5,1,,,,1,,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2395,2464.5,729.996,751.1796,chl,3,3,3,,,3,chlorite-quartz-sericite ?,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2464.5,2529,751.1796,770.8392,qs,5,1,,,,2,"sericite dominate, some dolomite veins ",_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2529,2576,770.8392,785.1648,qs,5,3,,,,3,Increasing dolomite and quartz,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
BS,KM-22-74,2576,2662,785.1648,811.3776,bc,3,1,,4,,2,black chlorite alteration pervasive to laminated,_Logs,KM-22-74.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,1948.5,2178,593.9028,663.8544,qs,2,2,1,,,2,"dark gray graphite schist with chlorite in quartz veins, sericite laminations, dolomite laminations and veins",_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,2178,2287,663.8544,697.0776,qs,3,1,,,,,"light to medium gray-green schist; silicified, quartz veins, sericite, thin carbonate veins ",_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,2287,2358,697.0776,718.7184,qs,3,3,,,,1,graphite schist hosts quartz veins/silicification and weak pyrite mineralization. Alternating intervals with felsic schist w/ predominant quartz-sericite alteration,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,2358,2434.5,718.7184,742.0356,qs,2,,,,,1,"sericite graphite schist, silicified, quartz and carbonate veins",_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,2434.5,2460,742.0356,749.808,qs,4,1,,,,1,medium gray schist; sericite alteration,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,2460,2549,749.808,776.9352,qs,3,3,1,,,1,"silicified with dolomite veins, trace chlorite",_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,2549,2579,776.9352,786.0792,qs,4,2,1,,,1,"sericite graphite schist, silicified, quartz and carbonate veins",_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,2579,2628,786.0792,801.0144,qs,3,1,,,,2,quartz-sericite schist,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,2628,2732,801.0144,832.7136,chl,3,,2,,,2,sericite-chlorite schist w/ trace bc,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
EK,KM-22-73,2732,2749,832.7136,837.8952,qs,5,1,,,,1,quartz-sericite schist,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
BS/JV,KM-22-73,2749,2804,837.8952,854.6592,qs,2,1,,,,2,sericite-graphite schist,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
BS/JV,KM-22-73,2804,2910.5,854.6592,887.1204,qs,5,,,,,1,"quartz-sericite schist, moderate dolomite alteration",_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
BS/JV,KM-22-73,2910.5,2939,887.1204,895.8072,chl,1,,4,,,1,"mafic sequence?, calcite laminations ",_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
BS/JV,KM-22-73,2939,3006.5,895.8072,916.3812,qs,5,1,1,,,1,zones of chlorite schist ,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
BS/JV,KM-22-73,3006.5,3043,916.3812,927.5064,qs,1,1,,,,,very weakly altered(?) common calcite veins,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
BS/JV,KM-22-73,3043,3078.5,927.5064,938.3268,qs,5,1,,,,,,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
BS/JV,KM-22-73,3078.5,3140,938.3268,957.072,bc,4,1,,2,,1,black chlorite (?) stripey laminations,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
BS/JV,KM-22-73,3140,3220,957.072,981.456,qs,4,1,,,,,weak to moderate sericite,_Logs,KM-22-73.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,1699,1867.5,,,qs,5,1,,,,,strong sericite,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,1867.5,1915,,,qs,4,2,,,,,elevated quartz,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,1915,1948,,,bc,2,1,,4,,2,common black chlorite with dolomite ,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,1948,2007.5,,,qs,5,2,,1,,1,pervasive quartz sericite,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2007.5,2042,,,qz,3,5,,,,4,quartz dolomite veining common,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2042,2084,,,chl,2,1,4,,,1,strong chlorite? dark green,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2084,2092,,,qs,5,,,,,,bleached white (strong sericite?),_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2092,2118.5,,,qs,3,2,1,,,2,patchy silicification in stringer sulfide zone,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2118.5,2124,,,chl,,,5,,,,strong chlorite? dark green,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2124,2132,,,qs,5,3,,,,,bleached white (strong sericite?),_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2132,2148,,,qz,1,3,,,,2,pervasive silicification in semi-massive sulfide ,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2148,2154,,,qz,2,3,,,,,pervasive silicification in semi-massive sulfide ,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2154,2160,,,qs,3,,4,,,,chlorite? med green?,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2160,2190,,,qz,3,2,,,,,patches of silicification in sulfide zone,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2190,2195,,,qs,2,,3,,,,chlorite? med green?,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2195,2202,,,qz,2,4,,,,,strong silicification in sulfide zone,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2202,2293,,,qs,3,1,1,,,2,patches of dolomite and chlorite,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2293,2418,,,qs,5,,,1,,1,,_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
BS,KM-22-72,2418,2436.5,,,qs,3,2,,1,,1,"moderately silicified, zones of black chlorite and dolomite",_Logs,KM-22-72.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1463.5,1520,446.07,463.30,qs,5,1,,3,,1,abundant black chlorite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1533.5,1607.5,489.97,489.97,qs,5,2,,2,,,,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1607.5,1609.5,490.58,490.58,qz,,5,,,,1,quartz-dolomite exhalite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1609.5,1646,501.70,501.70,qs,5,2,,2,,1,,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1646,1650,502.92,502.92,bc,3,1,,4,,1,abundant black chlorite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1650,1674,510.24,510.24,bc,3,2,,4,,2,abundant black chlorite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1674,1695,516.64,516.64,dol,4,3,,4,,4,abundant dolomite and black chlorite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1695,1734,528.52,528.52,qs,5,3,,2,,2,,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1734,1776,541.32,541.32,qs,5,2,,3,,2,abundant black chlorite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1776,1834,559.00,559.00,qs,5,3,,2,,1,,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1834,1836.5,559.77,559.77,bc,,,,5,,,strong black chlorite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1836.5,1868,569.37,569.37,qs,4,2,,4,,3,abundant black chlorite and dolomite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1868,1888.5,575.61,575.61,qs,5,2,,2,,2,,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1888.5,1938.5,590.85,590.85,qs,5,1,,2,,1,,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1938.5,1954,595.58,595.58,qs,5,2,,4,,1,abundant black chlorite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,1954,2020,615.70,615.70,qs,5,1,,1,,1,,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,2020,2034.5,620.12,620.12,qs,5,1,,1,,3,abundant black chlorite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,2034.5,2082.5,634.75,634.75,qs,5,2,,1,,1,,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,2082.5,2113,644.04,644.04,bc,4,2,,4,,3,abundant black chlorite and dolomite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,2113,2113,644.04,644.04,qz,3,4,,4,,1,abundant quartz veins and black chlorite,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JR,KM-22-71A,2113,2194,668.73,668.73,qs,5,2,,1,,1,,_Logs,KM-22-71A.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,1643,1725,500.79,525.78,qs,5,,,,,,,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,1725,1730,525.78,527.30,qs,5,2,,,,,,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,1730,1749,527.30,533.10,qs,5,,,,,,,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,1749,1752,533.10,534.01,qs,5,2,,,,,,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,1752,1781,534.01,542.85,qs,5,2,,,,,quartz veins,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,1781,1896,542.85,577.90,qs,5,1,,1,,,trace black chlorite,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,1896,1960,577.90,597.41,qs,4,1,,2,,,black chlorite common,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,1960,2054,597.41,626.06,qs,3,1,,3,,,abundant black chlorite,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,2054,2122,626.06,646.79,qs,3,2,,2,,1,stringer to massive sulfides,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,2122,2137.5,646.79,651.51,qs,5,,,1,,,,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,2137.5,2142.5,651.51,653.03,qs,3,,,2,,1,,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,2142.5,2183,653.03,665.38,qs,5,2,,1,,2,"stringer to massive sulfides, thin black chlorite, dolomite-quartz veins",_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,2183,2203.5,665.38,671.63,qs,3,1,,1,,1,"quartz-dolomite veins, thin black chlorite",_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
JL,KM-22-71,2203.5,2247,671.63,684.89,qs,3,1,,1,,1,,_Logs,KM-22-71.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-70.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1049,1082,319.74,329.79,qs,5,,,,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1082,1084,329.79,330.40,qs,3,,,,,1,Semi massive sulfide,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1084,1097,330.40,334.37,qs,5,,,,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1097,1098,334.37,334.67,qs,3,,,,,1,Semi massive sulfide,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1098,1122,334.67,341.99,qs,5,,,,,1,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1108.5,1111,337.87,338.63,qz,1,4,,,,3,quartz-dolomite exhalite ,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1111,1122,338.63,341.99,qs,5,,,,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1122,1127.5,341.99,343.66,qs,3,,,,,,Semi massive sulfide,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1127.5,1224,343.66,373.08,qs,3,,,1,,2,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1224,1233,373.08,375.82,qs,4,,,1,,,Patchy sulfide,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1233,1294,375.82,394.41,qs,5,,,,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1294,1296,394.41,395.02,qs,3,,,2,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1296,1312,395.02,399.90,qs,5,,,,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1312,1315,399.90,400.81,qs,1,3,,,,,quartz vein,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1315,1344.5,400.81,409.80,qs,5,,,1,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1344.5,1345,409.80,409.96,qs,5,,,1,,1,Patchy sulfide,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1345,1376,409.96,419.40,qs,5,,,1,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1376,1379,419.40,420.32,qs,3,,,1,,2,exhalite,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1379,1409,420.32,429.46,qs,4,,,2,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
JL/EK,KM-22-69,1409,1422,429.46,433.43,qs,4,1,,1,,,,_Logs,KM-22-69.xlsx,,,,,,,,,,,,,,
RH,KM-22-68,1187,1251.5,361.80,381.46,qs,5,1,,,,,sparse to common graphite laminations,_Logs,KM-22-68.xlsx,,,,,,,,,,,,,,
RH,KM-22-68,1251,1266.5,381.30,386.03,qs,5,,,,,,graphite breccia ,_Logs,KM-22-68.xlsx,,,,,,,,,,,,,,
RH,KM-22-68,1266.5,1281.5,386.03,390.60,qs,5,,,,,,sparse to common graphite laminations,_Logs,KM-22-68.xlsx,,,,,,,,,,,,,,
RH,KM-22-68,1281.5,1336,390.60,407.21,qz,1,3,,,,,"stringer and disseminated sulfides, pervasive silicification",_Logs,KM-22-68.xlsx,,,,,,,,,,,,,,
RH,KM-22-68,1336,1429.5,407.21,435.71,qs,5,,,2,,,sparse to common black chlorite laminations,_Logs,KM-22-68.xlsx,,,,,,,,,,,,,,
RH,KM-22-68,1429.5,1465,435.71,446.53,qs,4,,,3,,,"stringer and disseminated sulfides, sparse to common black chlorite laminations",_Logs,KM-22-68.xlsx,,,,,,,,,,,,,,
RH,KM-22-68,1465,1498,446.53,456.59,qs,5,,,2,,1,"sparse to common black chlorite laminations, sparse dolomite zones",_Logs,KM-22-68.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1087,1115,331.32,339.85,qs,5,,,,,,,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1115,1124,339.85,342.60,qs,5,1,,,,,scattered weak silicification ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1124,1175,342.60,358.14,qs,5,,,,,,,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1175,1280.5,358.14,390.30,qs,5,,,1,,,scattered trace black chlorite ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1280.5,1283,390.30,391.06,bc,5,,,4,,,abundant black chlorite ,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1283,1331,391.06,405.69,qs,5,,,1,,1,,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1331,1362,405.69,415.14,qs,5,,,3,,1,,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1362,1380,415.14,420.62,qs,5,,,2,,1,,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1380,1434,420.62,437.08,qs,5,,,1,,1,,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1434,1452,437.08,442.57,qs,5,,,2,,2,,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
RH/JR/BS,KM-22-67,1452,1460,442.57,445.01,qs,5,,,3,,2,,_Logs,KM-22-67.xlsx,,,,,,,,,,,,,,
